Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping days,latitude,longitude
Second Class,Corporate,Seattle,Washington,98105.0,West,Office Supplies,Binders,19.92,5.0,0.2,6.972,5.0,47.66,-122.29
First Class,Consumer,Dover,Delaware,19901.0,East,Furniture,Furnishings,182.745,2.0,0.0,3.0814,3.0,39.15,-75.51
Standard Class,Consumer,Newark,Ohio,43055.0,East,Furniture,Furnishings,103.056,3.831979695431472,0.2,7.803599999999999,5.0,40.06,-82.42
Standard Class,Consumer,Orem,Utah,84057.0,West,Office Supplies,Binders,59.808,3.0,0.2,19.4376,5.0,40.31,-111.71
Standard Class,Home Office,Orem,Utah,84057.0,West,Furniture,Furnishings,73.32,6.0,0.0,21.996,5.0,40.31,-111.71
Standard Class,Home Office,Los Angeles,California,90045.0,West,Office Supplies,Binders,146.82,3.0,0.0,73.41,5.0,33.95,-118.4
Standard Class,Corporate,Detroit,Michigan,48205.0,Central,Furniture,Furnishings,1652.94,3.0,0.0,231.4116,4.0,42.43,-82.98
Standard Class,Corporate,Detroit,Michigan,48205.0,Central,Office Supplies,Binders,296.37,3.0,0.0,80.0199,4.0,42.43,-82.98
Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,129.92,5.0,0.2,21.112,6.0,40.01,-75.15
Standard Class,Corporate,Hialeah,Florida,33012.0,South,Office Supplies,Binders,45.584,7.0,0.0,5.1282,5.0,25.86,-80.29
Standard Class,Consumer,Austin,Texas,78745.0,Central,Office Supplies,Binders,17.568,2.0,0.0,6.3684,4.0,30.21,-97.8
Standard Class,Consumer,Austin,Texas,78745.0,Central,Technology,Phones,167.97,1.0,0.2,5.5992,4.0,30.21,-97.8
First Class,Consumer,Oceanside,New York,11572.0,East,Office Supplies,Paper,182.72,8.0,0.0,84.0512,3.0,40.63,-73.63
First Class,Consumer,Oceanside,New York,11572.0,East,Furniture,Furnishings,182.745,2.0,0.4,-153.3456,3.0,40.63,-73.63
First Class,Consumer,Oceanside,New York,11572.0,East,Office Supplies,Binders,33.63,3.0,0.0,6.8824000000000005,3.0,40.63,-73.63
First Class,Consumer,Oceanside,New York,11572.0,East,Furniture,Furnishings,542.646,3.0,0.1,102.4998,3.0,40.63,-73.63
Standard Class,Consumer,Oceanside,New York,11572.0,East,Office Supplies,Binders,6.3,2.0,0.0,3.024,3.0,40.63,-73.63
Standard Class,Home Office,Seattle,Washington,98115.0,West,Office Supplies,Binders,242.94,3.0,0.0,9.7176,4.0,47.68,-122.28
Standard Class,Consumer,Seattle,Washington,98115.0,West,Technology,Phones,179.97,3.0,0.0,86.3856,4.0,47.68,-122.28
Standard Class,Home Office,Seattle,Washington,98115.0,West,Office Supplies,Binders,99.696,6.0,0.2,33.6474,4.0,47.68,-122.28
Standard Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Binders,27.936,4.0,0.2,9.4284,4.0,47.68,-122.28
Standard Class,Home Office,Seattle,Washington,98115.0,West,Furniture,Furnishings,84.98,1.0,0.0,18.6956,4.0,47.68,-122.28
Standard Class,Home Office,Seattle,Washington,98115.0,West,Office Supplies,Binders,18.72,5.0,0.2,6.552,4.0,47.68,-122.28
Standard Class,Consumer,San Francisco,California,94110.0,West,Technology,Phones,49.98,2.0,0.2,8.4966,4.0,37.74,-122.41
Standard Class,Home Office,Naperville,Illinois,60540.0,Central,Office Supplies,Binders,11.784,3.0,0.2,4.2717,4.0,41.76,-88.15
Standard Class,Home Office,Naperville,Illinois,60567.0,Central,Office Supplies,Binders,272.736,3.0,0.0,-64.7748,4.0,41.76,-88.15
Standard Class,Consumer,Naperville,Illinois,60540.0,Central,Office Supplies,Binders,3.54,3.770643976020112,0.8,-5.487,4.0,41.76,-88.15
Standard Class,Consumer,Dallas,Texas,75220.0,Central,Office Supplies,Binders,51.52,5.0,0.2,-10.948,5.0,32.87,-96.88
Standard Class,Consumer,Dallas,Texas,75220.0,Central,Office Supplies,Binders,3.528,1.0,0.2,1.1466,5.0,32.87,-96.88
Standard Class,Consumer,Dallas,Texas,75398.0,Central,Office Supplies,Binders,4.624,1.0,0.2,1.6762,5.0,32.79,-96.76
Standard Class,Consumer,Dallas,Texas,75398.0,Central,Office Supplies,Binders,55.168,4.0,0.0,6.2064,5.0,32.79,-96.76
Same Day,Corporate,San Diego,California,92105.0,West,Furniture,Furnishings,567.12,10.0,0.2,-28.356,0.0,32.73,-117.08
Same Day,Corporate,San Diego,California,92105.0,West,Office Supplies,Binders,359.32,4.0,0.0,7.1864,0.0,32.73,-117.08
Second Class,Consumer,Evanston,Illinois,60201.0,Central,Technology,Phones,11.992,3.7777777777777777,0.2,0.8994,2.0,42.06,-87.69
Standard Class,Consumer,Trenton,Michigan,48183.0,Central,Office Supplies,Binders,58.05,3.0,0.0,26.703,4.0,42.13,-83.22
Standard Class,Consumer,Trenton,Michigan,48183.0,Central,Office Supplies,Binders,2.88,1.0,0.0,1.4112,4.0,42.13,-83.22
First Class,Corporate,San Francisco,California,94110.0,West,Technology,Phones,1199.976,3.0,0.2,374.9925,2.0,37.74,-122.41
Standard Class,Consumer,Los Angeles,California,90036.0,West,Furniture,Furnishings,79.92,4.0,0.2,28.7712,5.0,34.06,-118.35
Standard Class,Corporate,Jacksonville,Florida,32290.0,South,Furniture,Furnishings,383.438,4.0,0.45,7.803599999999999,4.0,30.33,-81.65
Standard Class,Consumer,Cottage Grove,Minnesota,55016.0,Central,Furniture,Storage,24.56,2.0,0.0,6.8768,4.0,44.81,-92.92
Standard Class,Consumer,Cottage Grove,Minnesota,55016.0,Central,Technology,Phones,119.8,4.0,0.0,47.92,4.0,44.81,-92.92
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,13.128,3.0,0.2,4.2666,5.0,40.73,-73.98
Standard Class,Consumer,Green Bay,Wisconsin,54302.0,Central,Office Supplies,Binders,22.72,4.0,0.0,6.8824000000000005,4.0,44.52,-87.98
Standard Class,Consumer,Los Angeles,California,90004.0,West,Office Supplies,Binders,58.32,9.0,0.0,27.9936,5.0,34.07,-118.31
Standard Class,Corporate,Atlanta,Georgia,30318.0,South,Office Supplies,Binders,12.39,3.0,0.0,5.6994,4.0,33.78,-84.44
Standard Class,Consumer,Columbus,Ohio,43229.0,East,Technology,Phones,107.982,3.0,0.4,-26.9955,5.0,40.09,-82.98
Second Class,Corporate,Bossier City,Louisiana,71111.0,South,Office Supplies,Binders,11.36,3.770643976020112,0.0,5.3392,2.0,32.57,-93.7
Second Class,Corporate,Bossier City,Louisiana,71111.0,South,Office Supplies,Binders,50.94,3.0,0.0,25.47,4.0,32.57,-93.7
Second Class,Consumer,Bossier City,Louisiana,71111.0,South,Technology,Phones,646.74,6.0,0.0,258.696,2.0,32.57,-93.7
Second Class,Corporate,Bossier City,Louisiana,71111.0,South,Office Supplies,Binders,5.64,3.0,0.0,2.7072,2.0,32.57,-93.7
Second Class,Corporate,Bossier City,Louisiana,71111.0,South,Office Supplies,Binders,26.968,6.0,0.0,34.3548,2.0,32.57,-93.7
Standard Class,Corporate,Saint Petersburg,Florida,33710.0,South,Furniture,Furnishings,310.88,3.831979695431472,0.2,23.316,6.0,27.79,-82.73
Standard Class,Consumer,Arlington,Virginia,22204.0,South,Furniture,Furnishings,641.96,2.0,0.0,179.7488,4.0,38.87,-77.1
Standard Class,Corporate,Des Moines,Iowa,50315.0,Central,Office Supplies,Binders,18.28,2.0,0.0,9.14,6.0,41.57,-93.61
Standard Class,Consumer,Des Moines,Iowa,50315.0,Central,Technology,Phones,207.0,3.0,0.0,25.1916,4.0,41.57,-93.61
Standard Class,Corporate,Des Moines,Iowa,50983.0,Central,Office Supplies,Binders,32.35,5.0,0.0,16.175,4.0,41.57,-93.66
Standard Class,Corporate,Des Moines,Iowa,50315.0,Central,Office Supplies,Binders,7.71,1.0,0.0,3.4695,6.0,41.57,-93.61
Standard Class,Consumer,Des Moines,Iowa,50315.0,Central,Office Supplies,Binders,26.968,2.0,0.0,10.881,4.0,41.57,-93.61
Standard Class,Corporate,Des Moines,Iowa,50315.0,Central,Furniture,Furnishings,34.58,7.0,0.0,7.803599999999999,6.0,41.57,-93.61
Standard Class,Consumer,Cincinnati,Ohio,45231.0,East,Office Supplies,Binders,32.76,7.0,0.2,3.6855,7.0,39.25,-84.53
First Class,Home Office,San Francisco,California,94110.0,West,Furniture,Furnishings,182.745,3.0,0.2,40.8006,2.0,37.74,-122.41
First Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Binders,59.94,3.0,0.0,6.8824000000000005,2.0,37.74,-122.41
First Class,Home Office,San Francisco,California,94110.0,West,Office Supplies,Binders,23.92,4.0,0.0,11.7208,2.0,37.74,-122.41
First Class,Home Office,San Francisco,California,94110.0,West,Office Supplies,Binders,4.28,1.0,0.0,1.926,4.0,37.74,-122.41
Second Class,Consumer,Columbus,Ohio,43299.0,East,Office Supplies,Binders,32.07,5.0,0.7,-22.449,3.0,40.03,-82.86
Second Class,Consumer,Columbus,Ohio,43229.0,East,Technology,Phones,24.0,2.0,0.2,-2.7,3.0,40.09,-82.98
Second Class,Consumer,Columbus,Ohio,43229.0,East,Furniture,Furnishings,35.49,1.0,0.5,-15.6156,3.0,40.09,-82.98
Second Class,Consumer,Columbus,Ohio,43229.0,East,Technology,Phones,47.984,2.0,0.2,0.5998,4.0,40.09,-82.98
Standard Class,Corporate,Columbia,South Carolina,29203.0,South,Office Supplies,Binders,186.69,3.0,0.0,6.8824000000000005,5.0,34.1,-81.04
Second Class,Consumer,Lancaster,California,93534.0,West,Office Supplies,Binders,17.456,2.0,0.2,5.8914,4.0,34.72,-118.15
Standard Class,Consumer,Lancaster,California,93534.0,West,Furniture,Furnishings,348.928,2.0,0.2,34.8928,4.0,34.72,-118.15
Standard Class,Consumer,Richmond,Virginia,23223.0,South,Office Supplies,Binders,143.96,4.0,0.0,69.1008,4.0,37.56,-77.38
Standard Class,Consumer,Richmond,Virginia,23223.0,South,Office Supplies,Binders,15.42,1.0,0.0,4.1634,4.0,37.56,-77.38
Standard Class,Consumer,Richmond,Virginia,23223.0,South,Office Supplies,Binders,43.04,8.0,0.0,6.8824000000000005,4.0,37.56,-77.38
Standard Class,Consumer,Richmond,Virginia,23223.0,South,Furniture,Furnishings,332.94,3.831979695431472,0.0,79.9056,4.0,37.56,-77.38
Same Day,Consumer,Asheville,North Carolina,28806.0,South,Technology,Phones,1363.96,5.0,0.2,85.2475,4.0,35.57,-82.61
Standard Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Binders,26.968,2.0,0.0,4.5816,6.0,37.74,-122.41
Standard Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Binders,21.72,4.0,0.0,10.6428,4.0,37.74,-122.41
Standard Class,Consumer,Rochester,Minnesota,55901.0,Central,Office Supplies,Binders,20.16,7.0,0.0,9.8784,5.0,44.07,-92.51
First Class,Corporate,Rochester,New York,14609.0,East,Office Supplies,Binders,132.79,7.0,0.0,63.7392,2.0,43.18,-77.55
First Class,Corporate,Rochester,New York,14609.0,East,Office Supplies,Binders,26.968,2.0,0.0,6.2208,2.0,43.18,-77.55
First Class,Corporate,Rochester,New York,14609.0,East,Office Supplies,Binders,21.56,7.0,0.0,10.3488,4.0,43.18,-77.55
Standard Class,Consumer,Lake Elsinore,California,92530.0,West,Furniture,Furnishings,283.92,5.0,0.2,17.745,6.0,33.68,-117.37
First Class,Corporate,San Diego,California,92105.0,West,Furniture,Furnishings,22.23,3.831979695431472,0.0,7.3359,3.0,32.73,-117.08
First Class,Consumer,San Diego,California,92105.0,West,Technology,Phones,215.968,2.0,0.2,18.8972,3.0,32.73,-117.08
Second Class,Corporate,New York City,New York,10024.0,East,Technology,Appliances,355.32,9.0,0.0,99.4896,4.0,40.79,-73.97
Standard Class,Corporate,Monroe,Louisiana,71203.0,South,Office Supplies,Binders,12.96,3.770643976020112,0.0,6.2208,5.0,32.51,-92.08
First Class,Consumer,San Francisco,California,94122.0,West,Furniture,Furnishings,18.28,2.0,0.0,6.2152,2.0,37.76,-122.48
Standard Class,Consumer,Denver,Colorado,80219.0,West,Office Supplies,Binders,43.176,3.0,0.2,6.8824000000000005,6.0,39.7,-105.04
Standard Class,Consumer,Denver,Colorado,80219.0,West,Technology,Phones,1983.968,3.7777777777777777,0.2,247.996,6.0,39.7,-105.04
First Class,Consumer,Omaha,Nebraska,68104.0,Central,Furniture,Furnishings,28.4,2.0,0.0,11.076,2.0,41.3,-96.0
First Class,Consumer,Omaha,Nebraska,68104.0,Central,Technology,Phones,149.97,3.7777777777777777,0.0,50.9898,2.0,41.3,-96.0
First Class,Consumer,Edmonds,Washington,98026.0,West,Office Supplies,Binders,11.52,4.0,0.0,3.2256,2.0,47.84,-122.33
Standard Class,Consumer,Edmonds,Washington,98026.0,West,Furniture,Furnishings,182.745,3.831979695431472,0.0,7.803599999999999,2.0,47.84,-122.33
First Class,Consumer,Edmonds,Washington,98026.0,West,Office Supplies,Binders,213.92,4.0,0.0,62.0368,2.0,47.84,-122.33
Standard Class,Consumer,Edmonds,Washington,98026.0,West,Technology,Phones,25.78,2.0,0.0,2.578,2.0,47.84,-122.33
Same Day,Consumer,Santa Ana,California,92704.0,West,Furniture,Furnishings,18.28,2.0,0.0,6.2152,0.0,33.71,-117.9
Standard Class,Consumer,Santa Ana,California,92704.0,West,Technology,Phones,1399.93,7.0,0.0,601.9699,4.0,33.71,-117.9
First Class,Consumer,Milwaukee,Wisconsin,53209.0,Central,Office Supplies,Binders,51.84,3.770643976020112,0.0,6.8824000000000005,3.0,43.13,-87.95
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,5.344,1.0,0.2,1.8704,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,41.472,8.0,0.2,14.5152,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,3.168,3.0,0.7,-2.4288,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,1228.465,5.0,0.3,0.0,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,31.086,3.0,0.0,-22.7964,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,335.52,4.0,0.2,117.432,4.0,40.01,-75.15
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Technology,Phones,239.97,3.0,0.2,71.991,7.0,40.79,-74.16
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,9.82,2.0,0.0,4.8118,7.0,40.79,-74.16
Standard Class,Consumer,San Francisco,California,94110.0,West,Technology,Phones,67.8,4.0,0.0,4.068,6.0,37.74,-122.41
Standard Class,Consumer,San Francisco,California,94110.0,West,Technology,Phones,167.97,3.0,0.0,40.3128,6.0,37.74,-122.41
Standard Class,Consumer,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,35.0,3.770643976020112,0.0,16.8,7.0,44.67,-93.24
Standard Class,Consumer,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,37.24,4.0,0.0,10.7996,7.0,44.67,-93.24
Standard Class,Consumer,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,15.28,2.0,0.0,7.4872,7.0,44.67,-93.24
Second Class,Consumer,Florence,Kentucky,41042.0,South,Furniture,Furnishings,301.96,2.0,0.0,90.588,5.0,38.99,-84.64
Second Class,Consumer,Florence,Kentucky,41042.0,South,Office Supplies,Binders,26.968,3.0,0.0,50.5848,5.0,38.99,-84.64
Second Class,Consumer,Florence,Kentucky,41042.0,South,Technology,Phones,191.98,2.0,0.0,51.8346,5.0,38.99,-84.64
Second Class,Consumer,Florence,Kentucky,41042.0,South,Technology,Phones,65.99,1.0,0.0,25.1916,5.0,38.99,-84.64
Standard Class,Corporate,Tampa,Florida,33614.0,South,Office Supplies,Binders,35.216,3.770643976020112,0.2,6.8824000000000005,4.0,28.0,-82.51
Standard Class,Corporate,Tampa,Florida,33614.0,South,Office Supplies,Binders,23.696,2.0,0.2,6.5164,4.0,28.0,-82.51
Standard Class,Corporate,Tampa,Florida,33614.0,South,Technology,Phones,265.475,1.0,0.5,-111.4995,4.0,28.0,-82.51
Standard Class,Consumer,Tyler,Texas,75701.0,Central,Office Supplies,Binders,51.184,4.0,0.8,-79.3352,5.0,32.32,-95.3
Standard Class,Home Office,Columbia,Tennessee,38401.0,South,Office Supplies,Binders,9.664,2.0,0.2,3.2616,7.0,35.62,-87.04
Standard Class,Corporate,Fort Worth,Texas,76106.0,Central,Technology,Phones,21.072,3.7777777777777777,0.2,1.5804,4.0,32.82,-97.36
Standard Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Binders,60.45,3.0,0.0,16.3215,5.0,40.8,-73.93
Standard Class,Corporate,New York,New York,10035.0,East,Office Supplies,Binders,26.968,4.0,0.0,6.8824000000000005,4.0,40.8,-73.93
Standard Class,Corporate,New York City,New York,10035.0,East,Furniture,Furnishings,186.048,4.0,0.2,9.3024,5.0,40.8,-73.93
Standard Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Binders,37.44,4.0,0.2,6.8824000000000005,2.0,34.06,-118.35
First Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Binders,26.976,4.0,0.2,8.7672,2.0,34.06,-118.35
First Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Binders,11.36,2.0,0.0,3.2944,2.0,34.06,-118.35
First Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Binders,14.62,2.0,0.0,6.8824000000000005,2.0,34.06,-118.35
Standard Class,Consumer,Louisville,Kentucky,40214.0,South,Technology,Phones,83.72,3.7777777777777777,0.0,23.4416,4.0,38.15,-85.78
Standard Class,Consumer,Lorain,Ohio,44052.0,East,Furniture,Furnishings,182.745,4.0,0.2,8.5568,5.0,41.44,-82.18
Standard Class,Corporate,Linden,New Jersey,7036.0,East,Technology,Phones,115.36,7.0,0.0,49.6048,5.0,40.62,-74.23
Standard Class,Corporate,Salinas,California,93905.0,West,Office Supplies,Binders,5.16,3.770643976020112,0.0,6.8824000000000005,5.0,36.67,-121.61
Standard Class,Consumer,Salinas,California,93905.0,West,Office Supplies,Binders,38.88,6.0,0.0,18.6624,4.0,36.67,-121.61
Standard Class,Consumer,Jackson,Mississippi,39212.0,South,Office Supplies,Binders,185.88,6.0,0.0,50.1876,7.0,32.24,-90.28
Standard Class,Consumer,New York,New York,10035.0,East,Furniture,Furnishings,44.46,2.0,0.0,14.6718,5.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,242.94,3.0,0.0,9.7176,5.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,39.96,2.0,0.0,18.7812,4.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,21.36,2.0,0.0,5.7672,4.0,40.8,-73.93
Standard Class,Home Office,New Brunswick,New Jersey,8901.0,East,Office Supplies,Binders,26.968,1.0,0.0,3.5767,4.0,40.48,-74.44
Standard Class,Home Office,New Brunswick,New Jersey,8901.0,East,Office Supplies,Binders,7.16,2.0,0.0,3.58,5.0,40.48,-74.44
Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Binders,7.36,2.0,0.0,0.1472,7.0,37.76,-122.48
Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Binders,23.1,2.0,0.0,10.626,7.0,37.76,-122.48
Second Class,Corporate,Jacksonville,Florida,32216.0,South,Technology,Phones,191.472,6.0,0.2,40.6878,2.0,30.28,-81.58
Second Class,Consumer,Jacksonville,Florida,32290.0,South,Office Supplies,Binders,5.248,2.0,0.2,0.5904,2.0,30.33,-81.65
Second Class,Corporate,Jacksonville,Florida,32216.0,South,Technology,Phones,59.184,3.7777777777777777,0.2,5.1786,2.0,30.28,-81.58
Standard Class,Corporate,Springfield,Virginia,22153.0,South,Office Supplies,Binders,2.89,1.0,0.0,1.3583,5.0,38.74,-77.24
Standard Class,Corporate,Springfield,Virginia,22153.0,South,Furniture,Furnishings,51.94,1.0,0.0,21.2954,4.0,38.74,-77.24
First Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,15.936,4.0,0.2,5.1792,3.0,40.01,-75.15
Standard Class,Corporate,Lancaster,Pennsylvania,17602.0,East,Office Supplies,Binders,44.91,6.0,0.7,6.8824000000000005,4.0,40.04,-76.3
First Class,Home Office,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,1141.47,3.770643976020112,0.7,-760.98,2.0,39.94,-75.23
First Class,Home Office,Philadelphia,Pennsylvania,19143.0,East,Technology,Phones,280.782,3.0,0.4,-46.797,2.0,39.94,-75.23
First Class,Consumer,Concord,New Hampshire,3301.0,East,Office Supplies,Binders,34.44,3.0,0.0,17.22,1.0,43.23,-71.56
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,11.36,2.0,0.0,5.2256,5.0,40.73,-73.98
Standard Class,Consumer,Charlotte,North Carolina,28205.0,South,Office Supplies,Binders,192.16,3.770643976020112,0.2,67.256,4.0,35.22,-80.79
Standard Class,Home Office,Concord,New Hampshire,3301.0,East,Furniture,Furnishings,322.59,3.0,0.0,64.518,4.0,43.23,-71.56
Standard Class,Home Office,Concord,New Hampshire,3301.0,East,Technology,Phones,29.99,1.0,0.0,25.1916,4.0,43.23,-71.56
Standard Class,Home Office,Concord,New Hampshire,3301.0,East,Technology,Phones,371.97,3.0,0.0,66.9546,4.0,43.23,-71.56
Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,5.892,4.0,0.7,-4.1244,4.0,40.03,-75.12
Second Class,Home Office,New York City,New York,10024.0,East,Office Supplies,Binders,68.472,3.0,0.2,23.1093,4.0,40.79,-73.97
Second Class,Home Office,New York,New York,10024.0,East,Furniture,Furnishings,182.745,5.0,0.1,262.39,2.0,40.79,-73.97
Standard Class,Consumer,Springfield,Virginia,22153.0,South,Office Supplies,Binders,30.84,2.0,0.0,8.3268,4.0,38.74,-77.24
First Class,Home Office,Detroit,Michigan,48227.0,Central,Furniture,Furnishings,31.4,5.0,0.0,10.048,2.0,42.39,-83.19
Standard Class,Consumer,Rochester,New York,14609.0,East,Furniture,Furnishings,17.46,2.0,0.2,5.9364,5.0,43.18,-77.55
Second Class,Corporate,Los Angeles,California,90045.0,West,Office Supplies,Binders,13.944,3.0,0.2,4.5318,3.0,33.95,-118.4
Standard Class,Consumer,San Diego,California,92105.0,West,Office Supplies,Binders,83.76,12.0,0.0,1.6752,6.0,32.73,-117.08
Standard Class,Consumer,Columbia,Maryland,21044.0,East,Office Supplies,Binders,37.66,7.0,0.0,6.8824000000000005,5.0,39.21,-76.88
Standard Class,Corporate,San Francisco,California,94199.0,West,Office Supplies,Binders,26.968,6.0,0.0,16.9932,7.0,37.77,-122.41
Standard Class,Consumer,New Rochelle,New York,10801.0,East,Technology,Phones,149.95,5.0,0.0,14.995,6.0,40.92,-73.77
